group_farm-farm_location,group_farm-farm_size,group_farm-farm_size_unit,group_farm-measurement_unit_other,group_farm-land_ownership,group_farm-land_ownership_other,group_farm-cropping_area,group_farm-cropping_area_unit,group_farm-cropping_area_other,group_farm-land_use,group_farm-land_use_other,group_soil-soil_quality,group_soil-soil_quality_indicators,group_soil-soil_types,group_soil-num_soil_types,group_soil-soil_types_description,group_soil-soil_surface,group_soil-rock_gravel,group_soil_erosion-erosion_prevalence,group_soil_erosion-erosion_type_farm,group_soil_erosion-erosion_control_measures,group_soil_erosion-erosion_control_description,group_crop_production-crop_type,group_crop_production-crop_type_other,group_crop_production-crop_production,group_crop_production-crop_production_other,group_crop_production-crop_productivity_enhance,group_crop_production-crop_productivity_other,farm_management-crop_rotation,farm_management-fallowing,farm_management-fallow_percent,farm_management-fallow_years,farm_management-burning,farm_management-crop_residue,farm_management-crop_residue_other,farm_management-farmyard_manure_use,farm_management-manure_use_crops,farm_management-compost_use,farm_management-compost_use_crops,farm_management-mulch_use,farm_management-mulch_use_crops,farm_management-chemical_fertilizer_use,farm_management-fertilizer_use_crops,farm_management-herbicide_use,farm_management-pesticide_use,PARENT_KEY,KEY,SET-OF-farm_details
2,1.5000000000,2,"",2,"",0.5000000000,2,"",1,"",Medium,Based on the count/ visible earthworms present in the field and earthworms castings present in the field,0,"","",2,2,0,"","","",1,"",1 2 4 6 7,"",3,"",0,1,70.0000000000,1.0000000000,0,2,"",0,"",1,1,0,"",0,"",0,0,uuid:3682a9e1-034a-4970-8d67-74cb42be56fc,uuid:3682a9e1-034a-4970-8d67-74cb42be56fc/farm_details[1],uuid:3682a9e1-034a-4970-8d67-74cb42be56fc/farm_details
3,3.0000000000,2,"",4,"",1.0000000000,2,"",1,"",Medium,Based on soil colour and porosity capacity of the soil,1,2,Black and red soils,1,2,1,1,3,"",14 16,Pippali,1 3 4,"",3,"",1,1,60.0000000000,1.0000000000,0,2,"",0,"",1,14,0,"",0,"",0,0,uuid:3682a9e1-034a-4970-8d67-74cb42be56fc,uuid:3682a9e1-034a-4970-8d67-74cb42be56fc/farm_details[2],uuid:3682a9e1-034a-4970-8d67-74cb42be56fc/farm_details
2,4.0000000000,2,"",6,"",4.0000000000,2,"",1,"",Medium,Soil testing through,0,"","",2,1,0,"","","",1,"",7 6 2 8 9,"",1 2 5,"",0,0,"","",0,2,"",1,1,0,"",0,"",1,1,1,1,uuid:941d5728-cb16-4b2c-90b3-52bcb2ff5597,uuid:941d5728-cb16-4b2c-90b3-52bcb2ff5597/farm_details[1],uuid:941d5728-cb16-4b2c-90b3-52bcb2ff5597/farm_details
1,6.0000000000,2,"",2,"",6.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,"Tomato, groundnut, castor",6 7 8,"",1 2 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:a4b196e5-136e-47ff-9cc1-dfa907b72d38,uuid:a4b196e5-136e-47ff-9cc1-dfa907b72d38/farm_details[1],uuid:a4b196e5-136e-47ff-9cc1-dfa907b72d38/farm_details
1,7.0000000000,2,"",2,"",7.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7,"",1 2,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:1a7d1bbf-b381-4da3-86e5-afe1a68f6def,uuid:1a7d1bbf-b381-4da3-86e5-afe1a68f6def/farm_details[1],uuid:1a7d1bbf-b381-4da3-86e5-afe1a68f6def/farm_details
2,0.5000000000,2,"",1,"",2.9000000000,2,"",1,"",Medium,Soil colour and texture,0,"","",2,1,0,"","","",1,"",2 1 8 9 6 7,"",2,"",1,0,"","",0,5,Sell the produce,1,1,0,"",0,"",0,"",0,0,uuid:6cb2b669-fb38-49b1-aeb9-d2d6f8e1eb86,uuid:6cb2b669-fb38-49b1-aeb9-d2d6f8e1eb86/farm_details[1],uuid:6cb2b669-fb38-49b1-aeb9-d2d6f8e1eb86/farm_details
2,0.4000000000,2,"",1,"",2.9000000000,2,"",1,"",Medium,Soil colour and texture,0,"","",2,1,0,"","","",16,Lemon,1,"",1 2,"",0,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:6cb2b669-fb38-49b1-aeb9-d2d6f8e1eb86,uuid:6cb2b669-fb38-49b1-aeb9-d2d6f8e1eb86/farm_details[2],uuid:6cb2b669-fb38-49b1-aeb9-d2d6f8e1eb86/farm_details
2,2.0000000000,2,"",6,"",2.9000000000,2,"",1,"",Medium,Soil colour and texture,0,"","",2,1,0,"","","",1,"",1 2 6 7 8 9,"",1,"",1,0,"","",0,5,Sell the produce,0,"",0,"",0,"",1,1,1,1,uuid:6cb2b669-fb38-49b1-aeb9-d2d6f8e1eb86,uuid:6cb2b669-fb38-49b1-aeb9-d2d6f8e1eb86/farm_details[3],uuid:6cb2b669-fb38-49b1-aeb9-d2d6f8e1eb86/farm_details
2,1.0000000000,2,"",4,"",1.0000000000,2,"",1,"",Medium,Based on yield,0,"","",2,1,0,"","","",1 14,"",1 2 4,"",3 4 5 6,By using APCNF methods,0,1,100.0000000000,0.5000000000,0,2,"",0,"",1,1 14,0,"",0,"",0,0,uuid:c4d2428f-bd7b-45de-a432-176a60ba5a31,uuid:c4d2428f-bd7b-45de-a432-176a60ba5a31/farm_details[1],uuid:c4d2428f-bd7b-45de-a432-176a60ba5a31/farm_details
3,1.0000000000,2,"",4,"",1.0000000000,2,"",2,"",Low,Based on yield obtained,0,"","",2,2,0,"","","",15 16,Coffee,1 2 4 8 9,"",3 4 5 6,By applying jeevamrutham in the rainy season,0,0,"","",0,2 3,"",0,"",1,15 16,0,"",0,"",0,0,uuid:c4d2428f-bd7b-45de-a432-176a60ba5a31,uuid:c4d2428f-bd7b-45de-a432-176a60ba5a31/farm_details[2],uuid:c4d2428f-bd7b-45de-a432-176a60ba5a31/farm_details
2,1.5000000000,2,"",4,"",1.5000000000,2,"",1,"",Medium,Based on the soil colour.,0,"","",2,1,0,"","","",1 14,"",1 2 4,"",3,"",0,0,"","",0,2 3,"",0,"",1,1 14,0,"",0,"",0,0,uuid:ba4b741e-2e0d-4b90-8cd1-cbcb18b2992d,uuid:ba4b741e-2e0d-4b90-8cd1-cbcb18b2992d/farm_details[1],uuid:ba4b741e-2e0d-4b90-8cd1-cbcb18b2992d/farm_details
3,0.3000000000,2,"",4,"",0.3000000000,2,"",2,"",Medium,Based on the yield obtained,0,"","",2,2,0,"","","",16 15,Coffee,1 2 4 8 9,"",3,"",0,0,"","",0,2 3,"",0,"",1,15 16,1,15 16,0,"",0,0,uuid:ba4b741e-2e0d-4b90-8cd1-cbcb18b2992d,uuid:ba4b741e-2e0d-4b90-8cd1-cbcb18b2992d/farm_details[2],uuid:ba4b741e-2e0d-4b90-8cd1-cbcb18b2992d/farm_details
1,2.5000000000,2,"",2,"",2.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:9b8373b2-ec6b-4f17-8024-9b25c58f09ba,uuid:9b8373b2-ec6b-4f17-8024-9b25c58f09ba/farm_details[1],uuid:9b8373b2-ec6b-4f17-8024-9b25c58f09ba/farm_details
1,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,"Tomato, chilli, groundnut",6 7,"",1 2,"",0,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:6c5c8193-066f-49ca-a65a-03b7db3978c4,uuid:6c5c8193-066f-49ca-a65a-03b7db3978c4/farm_details[1],uuid:6c5c8193-066f-49ca-a65a-03b7db3978c4/farm_details
2,2.5000000000,2,"",6,"",2.5000000000,2,"",1,"",High,Yield,0,"","",2,1,0,"","","",1,"",6 7 8,"",1 4,"",0,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:02d4d90c-6986-46d9-8589-12ff6042c3be,uuid:02d4d90c-6986-46d9-8589-12ff6042c3be/farm_details[1],uuid:02d4d90c-6986-46d9-8589-12ff6042c3be/farm_details
1,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,Groundnut tomato,6 7 8,"",1 2 5,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:9af96dbf-091f-4348-82a3-3c7b37fe8b79,uuid:9af96dbf-091f-4348-82a3-3c7b37fe8b79/farm_details[1],uuid:9af96dbf-091f-4348-82a3-3c7b37fe8b79/farm_details
2,0.5000000000,2,"",1,"",2.6000000000,2,"",1,"",Medium,Soil colour and texture and the soil is porous,0,"","",2,1,0,"","","",1,"",2 6 7 8,"",2,"",1,0,"","",0,4,"",1,1,0,"",0,"",0,"",0,0,uuid:b906e19c-ae3c-4be3-a79b-4e2446ac183b,uuid:b906e19c-ae3c-4be3-a79b-4e2446ac183b/farm_details[1],uuid:b906e19c-ae3c-4be3-a79b-4e2446ac183b/farm_details
2,0.4000000000,2,"",6,"",2.6000000000,2,"",1,"",Low,Soil colour and texture,0,"","",2,1,0,"","","",1,"",2 6 7 8,"",2 1,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:b906e19c-ae3c-4be3-a79b-4e2446ac183b,uuid:b906e19c-ae3c-4be3-a79b-4e2446ac183b/farm_details[2],uuid:b906e19c-ae3c-4be3-a79b-4e2446ac183b/farm_details
2,1.7000000000,2,"",6,"",2.6000000000,2,"",1,"",Low,Soil colour and texture,0,"","",2,1,0,"","","",1,"",2 6 7 8,"",1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:b906e19c-ae3c-4be3-a79b-4e2446ac183b,uuid:b906e19c-ae3c-4be3-a79b-4e2446ac183b/farm_details[3],uuid:b906e19c-ae3c-4be3-a79b-4e2446ac183b/farm_details
1,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,Groundnut tomato,6 7,"",1 2,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:94be9905-d69b-46e7-9aab-297d3656e181,uuid:94be9905-d69b-46e7-9aab-297d3656e181/farm_details[1],uuid:94be9905-d69b-46e7-9aab-297d3656e181/farm_details
2,2.0000000000,2,"",4,"",1.0000000000,2,"",1,"",Medium,Based on yield obtained,0,"","",2,1,0,"","","",1 2 14,"",1 2 4,"",3 4 5 6,By using APCNF methods,0,1,80.0000000000,0.5000000000,0,2,"",0,"",1,1 14,0,"",0,"",0,0,uuid:c24789c7-ede3-4d1c-b082-77a5851d631a,uuid:c24789c7-ede3-4d1c-b082-77a5851d631a/farm_details[1],uuid:c24789c7-ede3-4d1c-b082-77a5851d631a/farm_details
3,1.0000000000,2,"",4,"",1.0000000000,2,"",2,"",Medium,Based on yield obtained from the previous year,0,"","",2,2,0,"","","",15 16,Coffee,1 2 4,"",3 4 5 6,By applying jeevamrutham in the rainy season,0,0,"","",0,2 3,"",0,"",1,16,0,"",0,"",0,0,uuid:c24789c7-ede3-4d1c-b082-77a5851d631a,uuid:c24789c7-ede3-4d1c-b082-77a5851d631a/farm_details[2],uuid:c24789c7-ede3-4d1c-b082-77a5851d631a/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Tomato, groundnut",6 7 8,"",2 1 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:7b164c58-5df5-4e6d-85fd-ebc170cde0db,uuid:7b164c58-5df5-4e6d-85fd-ebc170cde0db/farm_details[1],uuid:7b164c58-5df5-4e6d-85fd-ebc170cde0db/farm_details
1,6.0000000000,2,"",2,"",6.0000000000,2,"",1,"",Medium,Based on presence of earthworms in the soil,0,"","",2,1,0,"","","",16 11 10 8 7 6 5 4,"Groundnut, tomato castor",6 7 8,"",2 5 6,Jeevamrutam ghanajeevanrutam,1,0,"","",0,4,"",1,16 11 9 8 7 6 5 4,0,"",1,16 11 10 8 7 6 5 4,0,"",0,0,uuid:b4a9df7b-b511-459d-8d96-711fc3f1fe58,uuid:b4a9df7b-b511-459d-8d96-711fc3f1fe58/farm_details[1],uuid:b4a9df7b-b511-459d-8d96-711fc3f1fe58/farm_details
2,1.0000000000,2,"",6,"",2.0000000000,2,"",1,"",Medium,Growth of the crop,0,"","",2,1,0,"","","",1,"",2 6 7,"",1 2,"",1,0,"","",0,5,Sell it,1,1,0,"",0,"",1,1,0,1,uuid:2156c098-3ef1-49ae-aa54-4ba2cc82b833,uuid:2156c098-3ef1-49ae-aa54-4ba2cc82b833/farm_details[1],uuid:2156c098-3ef1-49ae-aa54-4ba2cc82b833/farm_details
2,1.0000000000,2,"",6,"",2.0000000000,2,"",1,"",Medium,Growth of the crop is good,0,"","",2,1,0,"","","",1,"",2 6 7,"",1 2,"",1,0,"","",0,5,Sell it,1,1,0,"",0,"",1,1,1,1,uuid:2156c098-3ef1-49ae-aa54-4ba2cc82b833,uuid:2156c098-3ef1-49ae-aa54-4ba2cc82b833/farm_details[2],uuid:2156c098-3ef1-49ae-aa54-4ba2cc82b833/farm_details
2,7.0000000000,2,"",6,"",7.0000000000,2,"",1,"",Medium,Soil testing and earthworms count or biodiversity,0,"","",2,1,0,"","","",1,"",2 3 7 6 8 9,"",1 2 5,"",0,0,"","",0,4 2,"",0,"",0,"",0,"",1,1,1,1,uuid:99e4330c-8559-4676-b1ee-3827f647baa9,uuid:99e4330c-8559-4676-b1ee-3827f647baa9/farm_details[1],uuid:99e4330c-8559-4676-b1ee-3827f647baa9/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:dfdb0092-9e4f-4e05-a22c-56f1c885aca9,uuid:dfdb0092-9e4f-4e05-a22c-56f1c885aca9/farm_details[1],uuid:dfdb0092-9e4f-4e05-a22c-56f1c885aca9/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Tomato, groundnut",6 7 8,"",1 2 5,"",1,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:4a8aa38c-a3bc-4139-86ca-bd8a22a4a906,uuid:4a8aa38c-a3bc-4139-86ca-bd8a22a4a906/farm_details[1],uuid:4a8aa38c-a3bc-4139-86ca-bd8a22a4a906/farm_details
2,0.8000000000,2,"",4,"",0.4000000000,2,"",1,"",Medium,Based on the earthworms and earthworms castings present in the field,0,"","",1,2,0,"","","",1,"",1 2 4 6 7 9,"",3 4 5,"",0,1,60.0000000000,2.0000000000,0,2,"",0,"",1,1,0,"",0,"",0,0,uuid:2cc07699-2c7e-441e-a298-9b45abf20084,uuid:2cc07699-2c7e-441e-a298-9b45abf20084/farm_details[1],uuid:2cc07699-2c7e-441e-a298-9b45abf20084/farm_details
3,1.2000000000,2,"",4,"",0.8000000000,2,"",2,"",Low,Based on the porosity capacity of the soil and colour of the soil,1,2,Black soils and Red soils,1,2,1,1,3,"",2 11 10 14 16,Pippali,3 4 8 9,"",3 4 5,"",1,1,30.0000000000,2.0000000000,0,2,"",0,"",1,2 14,0,"",0,"",0,0,uuid:2cc07699-2c7e-441e-a298-9b45abf20084,uuid:2cc07699-2c7e-441e-a298-9b45abf20084/farm_details[2],uuid:2cc07699-2c7e-441e-a298-9b45abf20084/farm_details
2,2.0000000000,2,"",4,"",1.0000000000,2,"",1,"",Medium,Based on soil colour and soil type,0,"","",2,1,0,"","","",1 2 10 14,"",1 2 4 9,"",3 4 5 6,By using APCNF methods,1,0,"","",0,2,"",0,"",1,1 14,0,"",0,"",0,0,uuid:bec463c9-ac62-4f22-9be1-22579303445b,uuid:bec463c9-ac62-4f22-9be1-22579303445b/farm_details[1],uuid:bec463c9-ac62-4f22-9be1-22579303445b/farm_details
3,1.0000000000,2,"",4,"",1.0000000000,2,"",2,"",Low,Based on the yield obtained,0,"","",2,2,0,"","","",15 16,Coffee,1 2 4 8 9,"",3 6,By the use of ghanajeevamruth in rainy season,0,0,"","",0,2 3,"",0,"",0,"",0,"",0,"",0,0,uuid:bec463c9-ac62-4f22-9be1-22579303445b,uuid:bec463c9-ac62-4f22-9be1-22579303445b/farm_details[2],uuid:bec463c9-ac62-4f22-9be1-22579303445b/farm_details
2,1.0000000000,2,"",1,"",1.7000000000,2,"",1,"",Medium,Soil texture and color,0,"","",2,1,0,"","","",1,"",2 6 7 8,"",2,"",1,0,"","",0,4,"",1,1,0,"",0,"",0,"",0,0,uuid:36df7d78-f4b1-4ebb-866f-a8140b8f468d,uuid:36df7d78-f4b1-4ebb-866f-a8140b8f468d/farm_details[1],uuid:36df7d78-f4b1-4ebb-866f-a8140b8f468d/farm_details
2,0.7000000000,2,"",1,"",1.7000000000,2,"",1,"",Medium,Soil colour and texture,0,"","",2,1,0,"","","",16,Coconut and banana,2,"",1 2,"",0,0,"","",0,3,"",1,16,0,"",0,"",1,16,0,1,uuid:36df7d78-f4b1-4ebb-866f-a8140b8f468d,uuid:36df7d78-f4b1-4ebb-866f-a8140b8f468d/farm_details[2],uuid:36df7d78-f4b1-4ebb-866f-a8140b8f468d/farm_details
2,1.5000000000,2,"",2,"",1.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Ground nut,6 7,"",1 2,"",1,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:a7b3707d-b155-44fb-8152-1dbf05c82208,uuid:a7b3707d-b155-44fb-8152-1dbf05c82208/farm_details[1],uuid:a7b3707d-b155-44fb-8152-1dbf05c82208/farm_details
2,5.0000000000,2,"",6,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Ground nut,6 7,"",1 2,"",1,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,0,uuid:a7b3707d-b155-44fb-8152-1dbf05c82208,uuid:a7b3707d-b155-44fb-8152-1dbf05c82208/farm_details[2],uuid:a7b3707d-b155-44fb-8152-1dbf05c82208/farm_details
1,4.0000000000,2,"",2,"",4.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Tomato, chilli, brinjal, groundnut",6 7 8,"",2 1 5,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:f89fee2d-e905-457b-b2cc-f6571a86412b,uuid:f89fee2d-e905-457b-b2cc-f6571a86412b/farm_details[1],uuid:f89fee2d-e905-457b-b2cc-f6571a86412b/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato,chilli",8 7 6,"",1 2 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:6c31fab9-5f4b-48fc-859f-da43314b19e8,uuid:6c31fab9-5f4b-48fc-859f-da43314b19e8/farm_details[1],uuid:6c31fab9-5f4b-48fc-859f-da43314b19e8/farm_details
1,6.0000000000,2,"",2,"",6.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Tomato, groundnut",6 7 8,"",2 1 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:e6fb57b5-9257-418e-a3ab-485ef02e30eb,uuid:e6fb57b5-9257-418e-a3ab-485ef02e30eb/farm_details[1],uuid:e6fb57b5-9257-418e-a3ab-485ef02e30eb/farm_details
2,4.0000000000,2,"",2,"",4.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7,"",2 6,"Jeevamrutam, ghanajeevanrutam",1,0,"","",0,4,"",1,16,0,"",0,"",0,"",0,0,uuid:88d84dc7-6e74-4544-a1be-27b688f2f3a5,uuid:88d84dc7-6e74-4544-a1be-27b688f2f3a5/farm_details[1],uuid:88d84dc7-6e74-4544-a1be-27b688f2f3a5/farm_details
1,6.0000000000,2,"",2,"",4.0000000000,2,"",1,"",Medium,Based on earth worms and while ploughing the land.,0,"","",2,2,0,"","","",16,"Tomato, ground nut, castor",6 7 8 9,"",1,"",1,1,30.0000000000,0.2500000000,0,2,"",1,16,1,16,0,"",0,"",0,1,uuid:5e3e7197-0a3a-46a2-b06d-723516055f1f,uuid:5e3e7197-0a3a-46a2-b06d-723516055f1f/farm_details[1],uuid:5e3e7197-0a3a-46a2-b06d-723516055f1f/farm_details
2,1.0000000000,2,"",6,"",2.0000000000,2,"",1,"",Low,Soil gets damaged due to the fish pond nearby,0,"","",2,1,0,"","","",1,"",1 2 8,"",2 1,"",1,0,"","",0,2 4,"",1,1,0,"",0,"",1,1,1,1,uuid:1c31fa21-6e7d-4a93-9236-f6299ba56cf5,uuid:1c31fa21-6e7d-4a93-9236-f6299ba56cf5/farm_details[1],uuid:1c31fa21-6e7d-4a93-9236-f6299ba56cf5/farm_details
2,0.5000000000,2,"",1,"",2.0000000000,2,"",1,"",Medium,Soil is porous,0,"","",2,1,0,"","","",16,Banana,2,"",2 6,Zbnf practices like applying jeevamrutham,0,0,"","",0,2,"",1,16,0,"",0,"",0,"",0,0,uuid:1c31fa21-6e7d-4a93-9236-f6299ba56cf5,uuid:1c31fa21-6e7d-4a93-9236-f6299ba56cf5/farm_details[2],uuid:1c31fa21-6e7d-4a93-9236-f6299ba56cf5/farm_details
2,0.5000000000,2,"",1,"",2.0000000000,2,"",1,"",Medium,Soil is porous,0,"","",2,1,0,"","","",13 11 16 9,"Amaranthus,bitter gourd, hibiscus cannabinis (leafy vegetable)",2 6,"",2 5,"",0,0,"","",0,2,"",1,13 11 9 16,0,"",0,"",0,"",0,0,uuid:1c31fa21-6e7d-4a93-9236-f6299ba56cf5,uuid:1c31fa21-6e7d-4a93-9236-f6299ba56cf5/farm_details[3],uuid:1c31fa21-6e7d-4a93-9236-f6299ba56cf5/farm_details
2,2.0000000000,2,"",4,"",1.0000000000,2,"",1,"",Medium,Based on soil colour; yield obtained,0,"","",2,1,0,"","","",1 2 10 11 6,"",2 4 6 7 8,"",3 4 5 6,By using APCNF methods,1,1,50.0000000000,0.4000000000,0,2 3,"",0,"",1,1 11 6,0,"",0,"",0,0,uuid:124de858-10a4-4e85-b14a-261f47270fec,uuid:124de858-10a4-4e85-b14a-261f47270fec/farm_details[1],uuid:124de858-10a4-4e85-b14a-261f47270fec/farm_details
2,0.5000000000,2,"",4,"",0.5000000000,2,"",1,"",Medium,Based on yield obtained,0,"","",2,1,0,"","","",14,"",1 2 4,"",4 3 5 6,By using APCNF methods,0,0,"","",0,2,"",0,"",1,14,0,"",0,"",0,0,uuid:124de858-10a4-4e85-b14a-261f47270fec,uuid:124de858-10a4-4e85-b14a-261f47270fec/farm_details[2],uuid:124de858-10a4-4e85-b14a-261f47270fec/farm_details
3,0.5000000000,2,"",4,"",0.5000000000,2,"",2,"",Low,Based on soil colour ; yield,0,"","",1,2,0,"","","",15 16,Coffee,1 2 4 9,"",3 4 5 6,By using APCNF methods,0,0,"","",0,2 3,"",0,"",0,"",1,16,0,"",0,0,uuid:124de858-10a4-4e85-b14a-261f47270fec,uuid:124de858-10a4-4e85-b14a-261f47270fec/farm_details[3],uuid:124de858-10a4-4e85-b14a-261f47270fec/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,"Ground nut, tomato",6 7,"",2 6,"Jeevamrutam, ghanajeevanrutam",1,0,"","",0,2,"",1,16,0,"",0,"",0,"",0,0,uuid:095c5a4b-f6d4-4613-8433-f4c49c621728,uuid:095c5a4b-f6d4-4613-8433-f4c49c621728/farm_details[1],uuid:095c5a4b-f6d4-4613-8433-f4c49c621728/farm_details
2,2.0000000000,2,"",4,"",1.5000000000,2,"",1,"",Medium,Based on soil colour,0,"","",2,1,0,"","","",1 2 14 9,"",1 2 4,"",3 4 5 6,By using APCNF methods,0,1,70.0000000000,0.7000000000,0,2,"",0,"",1,1 14,0,"",0,"",0,0,uuid:634bfa0e-270a-4b6b-bc84-596fa8145f77,uuid:634bfa0e-270a-4b6b-bc84-596fa8145f77/farm_details[1],uuid:634bfa0e-270a-4b6b-bc84-596fa8145f77/farm_details
3,0.5000000000,2,"",4,"",0.5000000000,2,"",2,"",Low,Based on yield obtained,0,"","",2,2,0,"","","",15 16,Coffee,1 2 4 8,"",3 4 5 6,By using APCNF methods,0,0,"","",0,2 3,"",0,"",1,15 16,1,16,0,"",0,0,uuid:634bfa0e-270a-4b6b-bc84-596fa8145f77,uuid:634bfa0e-270a-4b6b-bc84-596fa8145f77/farm_details[2],uuid:634bfa0e-270a-4b6b-bc84-596fa8145f77/farm_details
2,1.0000000000,2,"",1,"",2.5000000000,2,"",1,"",Low,By seeing the growth of the crop,0,"","",2,2,0,"","","",1,"",1 6 2,"",2 5,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,0,0,uuid:8f4b31d9-6ef3-49df-aa92-283854905820,uuid:8f4b31d9-6ef3-49df-aa92-283854905820/farm_details[1],uuid:8f4b31d9-6ef3-49df-aa92-283854905820/farm_details
2,75.0000000000,4,Cents,1,"",2.5000000000,2,"",1,"",Low,Soil color and growth of the crop,0,"","",2,2,0,"","","",16,Lemon and Coconut,1 2 6 8,"",5 2,"",0,0,"","",0,4,"",1,16,0,"",0,"",0,"",0,0,uuid:8f4b31d9-6ef3-49df-aa92-283854905820,uuid:8f4b31d9-6ef3-49df-aa92-283854905820/farm_details[2],uuid:8f4b31d9-6ef3-49df-aa92-283854905820/farm_details
2,0.5000000000,2,"",1,"",2.5000000000,2,"",1,"",Low,Soil texture and color,0,"","",2,2,0,"","","",1,"",1 8,"",1 2 4,"",0,0,"","",0,4,"",0,"",0,"",0,"",1,1,1,1,uuid:8f4b31d9-6ef3-49df-aa92-283854905820,uuid:8f4b31d9-6ef3-49df-aa92-283854905820/farm_details[3],uuid:8f4b31d9-6ef3-49df-aa92-283854905820/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Based on soil colour,0,"","",2,1,0,"","","",16,"Chilli, groundnut",6 7,"",1 2,"",1,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:46cbd533-5c64-4ffb-a2b3-838266610847,uuid:46cbd533-5c64-4ffb-a2b3-838266610847/farm_details[1],uuid:46cbd533-5c64-4ffb-a2b3-838266610847/farm_details
2,1.0000000000,2,"",4,"",1.0000000000,2,"",1,"",Medium,Based on soil colour and soil organisms like earthworms present in the soil,0,"","",2,1,0,"","","",1 2 14,"",1 2 4 8,"",4 5,"",0,1,50.0000000000,0.5000000000,0,2,"",0,"",0,"",0,"",0,"",0,0,uuid:f16d0101-773f-48c3-bdfa-bd7192d0f586,uuid:f16d0101-773f-48c3-bdfa-bd7192d0f586/farm_details[1],uuid:f16d0101-773f-48c3-bdfa-bd7192d0f586/farm_details
3,0.5000000000,2,"",4,"",0.5000000000,2,"",2,"",Medium,Based on yield obtained from the farmers,0,"","",2,2,0,"","","",15 16,Coffee,1 2 4 9,"",4 5,"",0,0,"","",0,2 3,"",0,"",1,15 16,0,"",0,"",0,0,uuid:f16d0101-773f-48c3-bdfa-bd7192d0f586,uuid:f16d0101-773f-48c3-bdfa-bd7192d0f586/farm_details[2],uuid:f16d0101-773f-48c3-bdfa-bd7192d0f586/farm_details
